Bellman-Ford-Moore — Batch Results
Generated   : 2026-04-15 16:42:58
Input file  : C:\Users\helen\Desktop\5800FinalProject_BellmanFord\tests\real_world\p2p-gnutella.txt
Test cases  : 1

  I/O Overhead (shared across all test cases)
  io_read_sec        : 0.002210 s

============================================================
TEST CASE #1
============================================================

  Graph Details
  Representation     : LIST
  Vertices           : 10876
  Edges              : 39994
  Source             : 0

  Performance
  enqueue_count          : 23089
  total_relaxations      : 26825
  enqueue_ratio          : 2.12
  max_enqueues           : 6
  elapsed_sec            : 0.020174 s

  Performance Overhead
  graph_build_sec    : 0.008424 s

  Vertex     Distance        Path from source
  427        198.0           0 → 8 → 38 → 124 → 427
  428        157.0           0 → 8 → 38 → 124 → 428
  429        172.0           0 → 3 → 23 → 116 → 512 → 1633 → 1747 → 2618 → 429
  430        141.0           0 → 3 → 23 → 109 → 386 → 1327 → 430
  431        118.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 128 → 431
  432        139.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 128 → 432
  433        148.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 128 → 433
  434        101.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 128 → 434
  435        178.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 128 → 435
  436        122.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2417 → 4771 → 436
  437        172.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 128 → 437
  438        165.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 631 → 438
  439        184.0           0 → 10 → 137 → 495 → 1281 → 3236 → 5546 → 3391 → 439
  440        168.0           0 → 10 → 137 → 493 → 1597 → 349 → 698 → 1589 → 3750 → 440
  441        225.0           0 → 8 → 38 → 120 → 441
  442        236.0           0 → 3 → 23 → 109 → 387 → 1334 → 1781 → 4033 → 442
  443        142.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 443
  444        156.0           0 → 10 → 137 → 493 → 1597 → 2710 → 4416 → 444
  445        207.0           0 → 8 → 38 → 120 → 445
  446        109.0           0 → 10 → 144 → 516 → 1652 → 130 → 446
  447        147.0           0 → 10 → 144 → 516 → 1652 → 130 → 447
  448        95.0            0 → 10 → 144 → 516 → 1652 → 130 → 448
  449        128.0           0 → 10 → 144 → 516 → 1652 → 130 → 449
  450        74.0            0 → 10 → 144 → 516 → 1652 → 130 → 450
  451        82.0            0 → 10 → 144 → 516 → 1652 → 130 → 451
  452        111.0           0 → 10 → 144 → 516 → 1652 → 130 → 452
  453        141.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 3305 → 5256 → 453
  454        106.0           0 → 10 → 144 → 516 → 1652 → 130 → 454
  455        144.0           0 → 10 → 144 → 516 → 1652 → 130 → 455
  456        204.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 2050 → 4335 → 456
  457        210.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 131 → 457
  458        176.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 131 → 458
  459        83.0            0 → 10 → 141 → 510 → 1640 → 459
  460        208.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 131 → 460
  461        138.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 131 → 461
  462        176.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 131 → 462
  463        166.0           0 → 10 → 137 → 495 → 1281 → 3236 → 2268 → 1368 → 3378 → 463
  464        227.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 132 → 464
  465        185.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 132 → 465
  466        131.0           0 → 10 → 137 → 493 → 1597 → 349 → 466
  467        159.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 2281 → 467
  468        200.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 132 → 468
  469        155.0           0 → 3 → 20 → 58 → 166 → 603 → 469
  470        133.0           0 → 8 → 38 → 125 → 470
  471        142.0           0 → 8 → 38 → 125 → 471
  472        205.0           0 → 8 → 38 → 125 → 472
  473        153.0           0 → 3 → 20 → 54 → 153 → 473
  474        158.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 198 → 713 → 474
  475        186.0           0 → 10 → 137 → 493 → 1597 → 920 → 697 → 77 → 80 → 239 → 475
  476        169.0           0 → 8 → 38 → 125 → 476
  477        156.0           0 → 3 → 23 → 109 → 386 → 1328 → 477
  478        120.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 478
  479        125.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 3910 → 6120 → 479
  480        141.0           0 → 8 → 38 → 121 → 480
  481        154.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 1421 → 481
  482        134.0           0 → 8 → 38 → 121 → 482
  483        169.0           0 → 8 → 38 → 121 → 483
  484        117.0           0 → 10 → 141 → 510 → 1642 → 2425 → 265 → 484
  485        181.0           0 → 8 → 38 → 121 → 485
  486        149.0           0 → 8 → 38 → 121 → 486
  487        146.0           0 → 8 → 38 → 121 → 487
  488        177.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 344 → 1214 → 3164 → 488
  489        165.0           0 → 8 → 38 → 121 → 489
  490        206.0           0 → 3 → 26 → 78 → 490
  491        178.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 2273 → 1785 → 4038 → 5742 → 491
  492        160.0           0 → 3 → 26 → 78 → 492
  493        38.0            0 → 10 → 137 → 493
  494        40.0            0 → 10 → 137 → 494
  495        66.0            0 → 10 → 137 → 495
  496        95.0            0 → 10 → 137 → 496
  497        110.0           0 → 10 → 136 → 1198 → 3125 → 408 → 497
  498        76.0            0 → 3 → 23 → 109 → 387 → 1339 → 498
  499        44.0            0 → 10 → 137 → 499
  500        93.0            0 → 10 → 137 → 500
  501        88.0            0 → 10 → 137 → 501
  502        109.0           0 → 10 → 141 → 502
  503        71.0            0 → 3 → 23 → 109 → 387 → 1334 → 503
  504        53.0            0 → 10 → 141 → 504
  505        120.0           0 → 10 → 141 → 505
  506        118.0           0 → 10 → 141 → 506
  507        78.0            0 → 10 → 141 → 507
  508        92.0            0 → 10 → 141 → 508
  509        80.0            0 → 10 → 141 → 509
  510        60.0            0 → 10 → 141 → 510
  511        47.0            0 → 10 → 141 → 511
  512        53.0            0 → 3 → 23 → 116 → 512
  513        28.0            0 → 10 → 144 → 513
  514        124.0           0 → 10 → 144 → 514
  515        126.0           0 → 10 → 144 → 515
  516        41.0            0 → 10 → 144 → 516
  517        127.0           0 → 10 → 144 → 517
  518        82.0            0 → 10 → 144 → 518
  519        56.0            0 → 10 → 144 → 519
  520        50.0            0 → 10 → 144 → 520
  521        157.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 669 → 385 → 3684 → 3134 → 521
  522        205.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 522
  523        152.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 523
  524        217.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 524
  525        177.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 525
  526        147.0           0 → 3 → 23 → 109 → 390 → 1348 → 3356 → 5181 → 237 → 825 → 526
  527        161.0           0 → 3 → 25 → 101 → 318 → 527
  528        163.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 528
  529        205.0           0 → 10 → 141 → 504 → 1782 → 570 → 6043 → 2775 → 3645 → 5885 → 147 → 529
  530        196.0           0 → 3 → 26 → 89 → 148 → 530
  531        168.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 696 → 531
  532        165.0           0 → 3 → 26 → 89 → 148 → 532
  533        114.0           0 → 3 → 23 → 109 → 387 → 1334 → 533
  534        99.0            0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 1845 → 534
  535        101.0           0 → 3 → 25 → 101 → 314 → 535
  536        217.0           0 → 3 → 26 → 89 → 148 → 536
  537        189.0           0 → 3 → 26 → 89 → 148 → 537
  538        125.0           0 → 10 → 141 → 507 → 538
  539        166.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 344 → 1214 → 3164 → 684 → 2067 → 539
  540        160.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1967 → 344 → 1214 → 1357 → 168 → 540
  541        193.0           0 → 3 → 20 → 54 → 150 → 541
  542        128.0           0 → 3 → 23 → 115 → 397 → 1197 → 3121 → 542
  543        176.0           0 → 3 → 23 → 115 → 397 → 1354 → 2354 → 171 → 543
  544        152.0           0 → 3 → 20 → 58 → 166 → 603 → 544
  545        137.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 3554 → 2421 → 545
  546        167.0           0 → 10 → 137 → 289 → 1067 → 546
  547        164.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2650 → 4855 → 547
  548        191.0           0 → 3 → 23 → 115 → 397 → 1356 → 1786 → 548
  549        217.0           0 → 3 → 20 → 54 → 153 → 549
  550        184.0           0 → 3 → 20 → 54 → 153 → 550
  551        120.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 5668 → 551
  552        198.0           0 → 3 → 20 → 54 → 153 → 552
  553        148.0           0 → 3 → 20 → 54 → 153 → 553
  554        153.0           0 → 3 → 20 → 54 → 153 → 554
  555        174.0           0 → 3 → 20 → 54 → 153 → 555
  556        158.0           0 → 8 → 39 → 157 → 556
  557        178.0           0 → 8 → 39 → 157 → 557
  558        217.0           0 → 8 → 39 → 157 → 558
  559        123.0           0 → 10 → 137 → 495 → 1281 → 1246 → 1605 → 559
  560        112.0           0 → 3 → 25 → 101 → 314 → 560
  561        156.0           0 → 8 → 39 → 157 → 561
  562        137.0           0 → 8 → 39 → 157 → 562
  563        182.0           0 → 8 → 39 → 157 → 563
  564        181.0           0 → 8 → 39 → 157 → 564
  565        87.0            0 → 10 → 141 → 507 → 565
  566        138.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 4077 → 851 → 566
  567        108.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567
  568        128.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 568
  569        168.0           0 → 10 → 136 → 1198 → 3127 → 2191 → 2096 → 569
  570        73.0            0 → 10 → 141 → 504 → 1782 → 570
  571        136.0           0 → 3 → 23 → 109 → 387 → 1334 → 533 → 571
  572        104.0           0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 572
  573        153.0           0 → 8 → 39 → 162 → 573
  574        135.0           0 → 10 → 144 → 519 → 1655 → 961 → 574
  575        224.0           0 → 8 → 39 → 162 → 575
  576        183.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 1867 → 3665 → 576
  577        172.0           0 → 1 → 17 → 81 → 2738 → 577
  578        146.0           0 → 10 → 137 → 493 → 1597 → 349 → 1255 → 3221 → 578
  579        196.0           0 → 8 → 39 → 162 → 579
  580        209.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2336 → 4655 → 580
  581        186.0           0 → 10 → 136 → 1198 → 3125 → 127 → 2364 → 4660 → 581
  582        225.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 904 → 244 → 1025 → 2807 → 582
  583        197.0           0 → 10 → 137 → 496 → 1621 → 583
  584        230.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2103 → 584
  585        97.0            0 → 3 → 23 → 115 → 397 → 1353 → 963 → 691 → 411 → 585
  586        279.0           0 → 3 → 20 → 54 → 154 → 586
  587        186.0           0 → 10 → 137 → 495 → 893 → 1072 → 992 → 2770 → 587
  588        213.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2099 → 133 → 2773 → 588
  589        173.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 5150 → 165 → 589
  590        168.0           0 → 3 → 23 → 115 → 397 → 1356 → 3592 → 590
  591        184.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 5150 → 165 → 591
  592        185.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4473 → 5811 → 3995 → 592
  593        149.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1363 → 2504 → 593
  594        163.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2336 → 3106 → 594
  595        178.0           0 → 10 → 137 → 495 → 1281 → 3236 → 4355 → 595
  596        141.0           0 → 3 → 25 → 101 → 314 → 596
  597        169.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 597
  598        77.0            0 → 3 → 23 → 109 → 387 → 1339 → 3341 → 598
